Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1657044154,10,GET,/400,0.600000,0.000000,70,70,73,73,73,73,73,73,73,73,73,15,0,70,201.5585733333337,63.7597999999997,987.8099,47966.0
1657044154,10,,Aggregated,1.100000,0.000000,68,70,73,75,78,78,78,78,78,78,78,35,0,70,149.36227714285735,63.090700000000055,987.8099,44331.65714285714
1657044155,10,GET,/100,0.100000,0.000000,78,78,78,78,78,78,78,78,78,78,78,11,0,73,125.29000909090938,63.83319999999948,324.96320000000003,38059.0
1657044155,10,GET,/300,0.300000,0.000000,75,75,96,96,96,96,96,96,96,96,96,10,0,66,92.22625999999988,63.090700000000055,257.4249000000002,45941.0
1657044155,10,GET,/400,0.400000,0.000000,70,70,73,73,73,73,73,73,73,73,73,15,0,70,201.5585733333337,63.7597999999997,987.8099,47966.0
1657044155,10,,Aggregated,0.800000,0.000000,70,73,75,78,96,96,96,96,96,96,96,36,0,70,147.88420277777794,63.090700000000055,987.8099,44376.36111111111
1657044156,10,GET,/100,0.100000,0.000000,78,78,78,78,78,78,78,78,78,78,78,11,0,73,125.29000909090938,63.83319999999948,324.96320000000003,38059.0
1657044156,10,GET,/300,0.300000,0.000000,75,75,96,96,96,96,96,96,96,96,96,10,0,66,92.22625999999988,63.090700000000055,257.4249000000002,45941.0
1657044156,10,GET,/400,0.400000,0.000000,73,73,80,80,80,80,80,80,80,80,80,16,0,70,193.94806250000036,63.7597999999997,987.8099,47966.0
1657044156,10,,Aggregated,0.800000,0.000000,73,75,78,80,96,96,96,96,96,96,96,37,0,70,146.0438297297299,63.090700000000055,987.8099,44473.37837837838
1657044157,10,GET,/100,0.200000,0.000000,74,74,78,78,78,78,78,78,78,78,78,12,0,73,120.97504166666664,63.83319999999948,324.96320000000003,38059.0
1657044157,10,GET,/300,0.300000,0.000000,75,75,96,96,96,96,96,96,96,96,96,10,0,66,92.22625999999988,63.090700000000055,257.4249000000002,45941.0
1657044157,10,GET,/400,0.400000,0.000000,73,73,80,80,80,80,80,80,80,80,80,16,0,70,193.94806250000036,63.7597999999997,987.8099,47966.0
1657044157,10,,Aggregated,0.900000,0.000000,74,75,78,80,96,96,96,96,96,96,96,38,0,70,144.13505526315797,63.090700000000055,987.8099,44304.57894736842
1657044158,10,GET,/100,0.200000,0.000000,78,78,88,88,88,88,88,88,88,88,88,13,0,74,118.4161153846151,63.83319999999948,324.96320000000003,38059.0
1657044158,10,GET,/300,0.400000,0.000000,75,75,96,96,96,96,96,96,96,96,96,10,0,66,92.22625999999988,63.090700000000055,257.4249000000002,45941.0
1657044158,10,GET,/400,0.400000,0.000000,70,73,73,80,80,80,80,80,80,80,80,17,0,70,186.37890588235314,63.7597999999997,987.8099,47966.0
1657044158,10,,Aggregated,1.000000,0.000000,74,75,80,80,88,96,96,96,96,96,96,40,0,70,140.75283749999994,63.090700000000055,987.8099,44239.975
1657044159,10,GET,/100,0.200000,0.000000,78,78,88,88,88,88,88,88,88,88,88,13,0,74,118.4161153846151,63.83319999999948,324.96320000000003,38059.0
1657044159,10,GET,/300,0.400000,0.000000,75,75,96,96,96,96,96,96,96,96,96,10,0,66,92.22625999999988,63.090700000000055,257.4249000000002,45941.0
1657044159,10,GET,/400,0.400000,0.000000,73,73,80,80,80,80,80,80,80,80,80,17,0,70,186.37890588235314,63.7597999999997,987.8099,47966.0
1657044159,10,,Aggregated,1.000000,0.000000,78,80,88,88,96,96,96,96,96,96,96,40,0,70,140.75283749999994,63.090700000000055,987.8099,44239.975
1657044160,10,GET,/100,0.200000,0.000000,78,78,88,88,88,88,88,88,88,88,88,13,0,74,118.4161153846151,63.83319999999948,324.96320000000003,38059.0
1657044160,10,GET,/300,0.400000,0.000000,75,75,96,96,96,96,96,96,96,96,96,10,0,66,92.22625999999988,63.090700000000055,257.4249000000002,45941.0
1657044160,10,GET,/400,0.400000,0.000000,73,73,80,80,80,80,80,80,80,80,80,17,0,70,186.37890588235314,63.7597999999997,987.8099,47966.0
1657044160,10,,Aggregated,1.000000,0.000000,78,80,88,88,96,96,96,96,96,96,96,40,0,70,140.75283749999994,63.090700000000055,987.8099,44239.975
